,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id,tweet_source,tweet_lang,tweet_quote_count,tweet_reply_count,tweet_retweet_count,tweet_favorite_count,source_tweet_text,is_retweet,source_user_screen_name,source_user_name,source_user_location,source_user_followers_count,source_user_friends_count,source_user_listed_count,source_user_favourites_count,source_tweet_created_at,source_tweet_id,source_tweet_source,source_tweet_lang,source_tweet_quote_count,source_tweet_reply_count,source_tweet_retweet_count,source_tweet_favorite_count
0,RT @CDN_Patriots: NBA players are on a roll ,Deskprotestor,Deskprotestor,,1088,1500,3,17817,Fri Oct 01 03:49:44 +0000 2021,1443785173967933459,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,NBA players are on a roll ,True,CDN_Patriots,LightUpTheDarkness, The Matrix,6030.0,3214.0,9.0,15655.0,Fri Oct 01 01:17:08 +0000 2021,1.4437467717594726e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,0.0,17.0,62.0
1,"@wendycollins62 @TraceySpicer Was obvious from the get go, and the rehearsed vacc vacc vacc mantra timed to take advantage of fear even though we lacked vaccine",mazzmcp,Marion The gods love irony Mac,Australia ,711,1898,5,91211,Fri Oct 01 03:49:44 +0000 2021,1443785174538358799,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
2,"@bunrxm I was honestly wondering if it was because a certain subset of people hear ""vaccine"" and automatically reject it now. 
But I didn't know they give rabies vaccines in the arm now! Or pretty much any of those facts in the thread lol.",cgstefko,Caroline Stefko,"Helotes, TX",336,573,6,49534,Fri Oct 01 03:49:44 +0000 2021,1443785174664232961,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3,RT @Luigi_awake: @ksorbs What about during the pandemic when there wasn't one and everyone was clapping for them. And now you spit on them,TammySalvatici,charlie,,11,112,0,1315,Fri Oct 01 03:49:44 +0000 2021,1443785175389851650,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,@ksorbs What about during the pandemic when there wasn't one and everyone was clapping for them. And now you spit on them because they choose not to have the vaccine. It's DISGRACEFUL.,True,Luigi_awake,Luigi C ,,12.0,34.0,0.0,818.0,Thu Sep 30 18:35:06 +0000 2021,1.4436455962466263e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0.0,13.0,11.0,185.0
4,"My response to anyone rejecting the vaccine while using false information &amp; invalid reasoning:

Your ignorance doesnt even deserve my intelligence. Be safe tho ",H2L_,H E A T H E R,"Dallas, TX",308,152,5,8178,Fri Oct 01 03:49:45 +0000 2021,1443785177700896768,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
5,"My story from opening day at the World Series of Poker. Some confusion, but it felt like the WSOP. Great photos from @Left_Eye_Images https://t.co/1xR8C56oMN",JimBarnesLV,Jim Barnes,,1299,490,32,925,Fri Oct 01 03:49:45 +0000 2021,1443785179462471703,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
6,@sisnaktido when do we know when to get the hpv vaccine though ;-; it was the secondary vaccine thingy we took kan ? ;-;,aatiiquhh,.,,12,31,0,243,Fri Oct 01 03:49:45 +0000 2021,1443785179869237250,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
7,"I asked my workmate yesterday about his opinion on the issue of the upcoming trip to Addis with relation to his being unvaccinated, which will affect his travelling

His response was that he will have the vaccine card ready, apparently(my view) after buying.

What would you do?",shadmangwende,Shadreck Mangwende,"Harare, Zimbabwe",564,707,1,9417,Fri Oct 01 03:49:45 +0000 2021,1443785180204961794,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
8,"RT @mtgreenee: Ok so everyone is making deals tonight.

Heres my offer to the Speaker.

Ill vote YES if you..

1. Decertify election

2.",AnnSnell14,Ann Snell,"Phoenix, AZ",849,72,0,131754,Fri Oct 01 03:49:45 +0000 2021,1443785180708180012,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Ok so everyone is making deals tonight.

Heres my offer to the Speaker.

Ill vote YES if you..

1. Decertify election

2. Trump back in the WH

3. Fire Fauci

4. Expel Maxine

5. Investigate Ilhan

6. Build the Wall - close the border

7. End mask/vaccine mandates.

Deal?",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446389.0,1524.0,2323.0,22161.0,Fri Oct 01 02:11:28 +0000 2021,1.4437604453834957e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,196.0,1782.0,1170.0,4993.0
9,"RT @suzseddon: Girl, 4, accidentally given Covid vaccine instead of the flu shot https://t.co/lMfEtLLO45 via @MailOnline",marieca97999227,marie carroll,,904,1233,2,102053,Fri Oct 01 03:49:45 +0000 2021,1443785180796407809,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Girl, 4, accidentally given Covid vaccine instead of the flu shot https://t.co/lMfEtLLO45 via @MailOnline",True,suzseddon,Suzanne Seddon,london,14380.0,8595.0,55.0,102101.0,Thu Sep 30 18:55:18 +0000 2021,1.4436506788412948e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,11.0,49.0,66.0,86.0
10,RT @JKash000: Why would the CDC be willing to provide testing that can distinguish covid from the flu this December?  Wouldnt that cause a,JuneBoy00050893,June Howard,USA,638,865,0,17229,Fri Oct 01 03:49:46 +0000 2021,1443785180880146463,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,Why would the CDC be willing to provide testing that can distinguish covid from the flu this December?  Wouldnt that cause a problem for their narrative when we see the new numbers? Maybe its so they can say we have a new vaccine that takes care of covid and the flu in 1 shot!,True,JKash000,JKash,East Coast,47230.0,39347.0,29.0,399292.0,Fri Oct 01 02:44:45 +0000 2021,1.4437688222516265e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,3.0,14.0,23.0,73.0
11,RT @ChuckCallesto: BREAKING REPORT: House Republicans Introduce Bill To PREVENT BIDEN ADMINISTRATION From Enforcing Vaccine Mandates...,HelloKarma2021,Hello 2021 #KarmaHasNoDeadline #RIPChrisSign,AMERICA  #TruthWillSetYouFree,74045,82952,410,97042,Fri Oct 01 03:49:46 +0000 2021,1443785182302015533,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,BREAKING REPORT: House Republicans Introduce Bill To PREVENT BIDEN ADMINISTRATION From Enforcing Vaccine Mandates...,True,ChuckCallesto,Chuck Callesto,"Florida, USA",268642.0,98828.0,691.0,4464.0,Thu Sep 30 14:16:49 +0000 2021,1.4435805954103255e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,158.0,328.0,3043.0,8481.0
12,RT @KSYoonHae: HAHAHAHAHAHAHAHA mom Mino is making SMTM like NJTTW and I am loving it ,minochrome_,em,,254,359,1,130914,Fri Oct 01 03:49:46 +0000 2021,1443785182343958564,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,HAHAHAHAHAHAHAHA mom Mino is making SMTM like NJTTW and I am loving it ,True,KSYoonHae,whyamIhere,,761.0,776.0,3.0,20901.0,Fri Oct 01 03:00:43 +0000 2021,1.4437728388176445e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,2.0,1.0,20.0,28.0
13,"RT @theScore: Draymond Green shares his thoughts on Andrew Wiggins and the COVID-19 vaccine. 

(:@NBCSWarriors)

https://t.co/lpl9uhxenj",JayNakoda,NakodaJay,,23,129,0,2,Fri Oct 01 03:49:47 +0000 2021,1443785186219642881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Draymond Green shares his thoughts on Andrew Wiggins and the COVID-19 vaccine. 

(:@NBCSWarriors)

https://t.co/lpl9uhxenj",True,theScore,theScore,,610981.0,998.0,3515.0,4577.0,Thu Sep 30 22:15:12 +0000 2021,1.443700987282305e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,61.0,77.0,168.0,655.0
14,"@dan_presidente @KATUNews I hope that you are able to understand that this is not a traditional vaccine. If not, please do some research.",jmomma_s,Jmomma_cares ,"Portland, OR",81,288,2,2828,Fri Oct 01 03:49:47 +0000 2021,1443785187121266688,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
15,"RT @JesseKellyDC: Democrats want a $700,000 fine for businesses who dont enforce a vaccine mandate.

The GOP response will be No. And th",GLKNSPL,Glockenspiel ,Los Angeles/Colorado,2116,4137,0,14603,Fri Oct 01 03:49:47 +0000 2021,1443785187033190434,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Democrats want a $700,000 fine for businesses who dont enforce a vaccine mandate.

The GOP response will be No. And this is why we lose.

The appropriate response is every GOP state legislature passing a $2,000,000 fine for every business that enforces a mandate.

#TheNewRight",True,JesseKellyDC,Jesse Kelly,"Houston, TX",301780.0,990.0,1999.0,91973.0,Fri Oct 01 02:52:52 +0000 2021,1.4437708620716483e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,35.0,64.0,721.0,2470.0
16,"RT @JesseKellyDC: Democrats want a $700,000 fine for businesses who dont enforce a vaccine mandate.

The GOP response will be No. And th",Maggie7004,Maggie,Texas,43,828,0,13403,Fri Oct 01 03:49:47 +0000 2021,1443785187414904832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Democrats want a $700,000 fine for businesses who dont enforce a vaccine mandate.

The GOP response will be No. And this is why we lose.

The appropriate response is every GOP state legislature passing a $2,000,000 fine for every business that enforces a mandate.

#TheNewRight",True,JesseKellyDC,Jesse Kelly,"Houston, TX",301981.0,991.0,2001.0,91974.0,Fri Oct 01 02:52:52 +0000 2021,1.4437708620716483e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,35.0,64.0,721.0,2470.0
17,RT @thebradfordfile: Why are White House employees exempt from a vaccine mandate they are demanding for the rest of us?,hettinga,rah,"Seafeathers Bay, Anguilla, BWI",753,4321,47,833,Fri Oct 01 03:49:47 +0000 2021,1443785187431751682,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Why are White House employees exempt from a vaccine mandate they are demanding for the rest of us?,True,thebradfordfile,thebradfordfile,America,251757.0,1205.0,807.0,125196.0,Fri Oct 01 00:47:21 +0000 2021,1.4437392779852923e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,79.0,175.0,1852.0,5069.0
18,"@Beaker_meepmeep @AWraiths @GBNEWS Everyone I know is telling me I should have a vaccine, Im selfish if I dont.
I dont want one, two, boosters for every year. Im fine, I know because Im in hospital &amp; Ive had another test.
So the risks for catching Covid are similar to the risk of killing the wrong un",bliarhater,bliarhatter,,32,117,0,1937,Fri Oct 01 03:49:48 +0000 2021,1443785189675741184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
19,"RT @YALiberty: Hidden inside the 2,500-page, $3.5 trillion spending bill is a provision that imposes fines of $70K to $700,000K on employer",Karfrmthhrt,Katy Rez,,381,358,0,49282,Fri Oct 01 03:49:48 +0000 2021,1443785192909557760,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Hidden inside the 2,500-page, $3.5 trillion spending bill is a provision that imposes fines of $70K to $700,000K on employers who refuse to comply with Biden's vaccine mandate.

This is medical tyranny.",True,YALiberty,Young Americans for Liberty,"Austin, TX",99937.0,34893.0,1010.0,11652.0,Thu Sep 30 14:30:01 +0000 2021,1.443583918217646e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,46.0,60.0,1272.0,3165.0
20,"@ChangeMakersXX @shazmamithani @jvipondmd That's how it is for every other illness that has a vaccine.  If there were a school or community outbreak of measles, public health care nurses would ask parents of kids who haven't had the vaccine, to keep them home.  I was told this was public health protocol.",KiwiKasmira,KasmiraJ (AKA Krista),,67,137,0,2022,Fri Oct 01 03:49:48 +0000 2021,1443785193064579077,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
21,RT @davidmweissman: Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is,RIGHTDOESMATTER,Jenniferlynne,Michigan,1083,2800,0,117321,Fri Oct 01 03:49:48 +0000 2021,1443785193270222850,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is unconstitutional.

I'm a vet and I know the vaccine mandate is 100% constitutional. Please make sure EVERY military person sees this.",True,davidmweissman,David Weissman,"Palm Bay, FL",351495.0,12523.0,1220.0,504552.0,Thu Sep 30 23:10:11 +0000 2021,1.443714822219223e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,157.0,563.0,3923.0,11813.0
22,"RT @CJBowden1: ""Vaccine patches may replace injections for many people before long.

'Our approach was to directly 3-D print the microneedl",conserve_life,Conserve Life,"Utah, USA",3273,5008,28,587991,Fri Oct 01 03:49:49 +0000 2021,1443785194998173710,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"""Vaccine patches may replace injections for many people before long.

'Our approach was to directly 3-D print the microneedles using a breakthrough in 3-D printing'...""

https://t.co/4ByFzdhk8R",True,CJBowden1,C.J. Bowden,Central America,7177.0,1846.0,71.0,50681.0,Thu Sep 30 17:04:25 +0000 2021,1.443622774191317e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,14.0,49.0,48.0,74.0
23,"RT @mtgreenee: Ok so everyone is making deals tonight.

Heres my offer to the Speaker.

Ill vote YES if you..

1. Decertify election

2.",MichaelPghPA,Michael OnEbay,"Pittsburgh, Pennsylvania",585,668,356,6212,Fri Oct 01 03:49:49 +0000 2021,1443785195556151299,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Ok so everyone is making deals tonight.

Heres my offer to the Speaker.

Ill vote YES if you..

1. Decertify election

2. Trump back in the WH

3. Fire Fauci

4. Expel Maxine

5. Investigate Ilhan

6. Build the Wall - close the border

7. End mask/vaccine mandates.

Deal?",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446990.0,1524.0,2325.0,22161.0,Fri Oct 01 02:11:28 +0000 2021,1.4437604453834957e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,192.0,1782.0,1171.0,4994.0
24,@CDCDirector @WhatToExpect @HeidiMurkoff STOP - you want us to trust you and follow your advice then stop saying anyone other than WOMEN can get pregnant its just pandering and makes you look like a complete fool and you are increasing vaccine hesitancy by your woke words alone.  #ridiculous,Navysports123,Libertarian Greg,"Maryland, USA",640,3387,6,57123,Fri Oct 01 03:49:50 +0000 2021,1443785199767236610,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
25,"@BLynneHoff2 @jordanbpeterson It sounds like you're implying that a vaccine can directly affect the way a virus mutates. That's anti vaxxer nonsense. Are you actually interested in learning about vaccines and the virus or are you just pushing an anti-vaxxer agenda? If so, please don't waste my time.",andiness,andiness,Southern Downs - Australia,266,274,4,10132,Fri Oct 01 03:49:50 +0000 2021,1443785200236859435,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
26,@heKtikIstOxIc @Nothing73144852 @FnkyColdModerna Not true.  Natural longer and more robust than vaccine.,JeffMKarp,Jeffrey Karp,"New Jersey, USA",205,4995,1,3950,Fri Oct 01 03:49:50 +0000 2021,1443785200580837380,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
27,"VADAKAYIL on MRNA VACCINE INDUCED CHILBLAINS / ERYTHEMA MULTIFORME / STEVENSJOHNSON SYNDROME (SJS) / TOXIC EPIDERMAL NECROLYSIS (TEN), POLL

https://t.co/FbBrEoitut",Nrajlap,M_Niraj,,104,249,0,2442,Fri Oct 01 03:49:50 +0000 2021,1443785201306406926,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
28,RT @CantankerusFemi: One of the what?,0smanSyed,Osman Syed,"Chicago, IL",50,446,0,62089,Fri Oct 01 03:49:51 +0000 2021,1443785202120134657,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,One of the what?,True,CantankerusFemi,Fuerte Fonso,,1023.0,482.0,62.0,35681.0,Wed Sep 29 21:35:06 +0000 2021,1.4433285061554463e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,99.0,101.0,3490.0,29850.0
29,"RT @mtgreenee: Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working o",LuPrice48656576,Lu Price,"Roanoke, VA",1021,1261,2,56522,Fri Oct 01 03:49:51 +0000 2021,1443785202371907586,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working on class action lawsuits. 

Companies being the enforcers of government over reach should think about consequences when Republicans take back the House.",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446990.0,1524.0,2325.0,22161.0,Thu Sep 30 20:59:38 +0000 2021,1.4436819675228447e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,194.0,1360.0,3969.0,12957.0
30,RT @coreyhogan: If MLAs can be required to wear dress shoes to walk onto the floor of the Legislature surely they can be required to take b,jmonchuk,Judy Monchuk,"Calgary, AB",249,2091,1,21088,Fri Oct 01 03:49:51 +0000 2021,1443785202648506371,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,If MLAs can be required to wear dress shoes to walk onto the floor of the Legislature surely they can be required to take basic health measures.,True,coreyhogan,Corey Hogan,"Calgary, Alberta, Canada",7802.0,495.0,116.0,313.0,Thu Sep 30 23:08:29 +0000 2021,1.4437143965685023e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,7.0,12.0,107.0,475.0
31,RT @davidmweissman: Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is,RachelMH222,Rachel,"Delaware, USA",49,363,1,27392,Fri Oct 01 03:49:51 +0000 2021,1443785205798551553,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is unconstitutional.

I'm a vet and I know the vaccine mandate is 100% constitutional. Please make sure EVERY military person sees this.",True,davidmweissman,David Weissman,"Palm Bay, FL",351495.0,12523.0,1220.0,504552.0,Thu Sep 30 23:10:11 +0000 2021,1.443714822219223e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,157.0,563.0,3924.0,11814.0
32,"@laurenboebert Your Lord And Savior Donald Trump received The Holy Vaccine.

Shut up and chip up.",CrimsonToejams,Crimson toejams,,30,657,1,10087,Fri Oct 01 03:49:51 +0000 2021,1443785205966413827,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
33,RT @laralogan: Surely if the UN enters Texas the Gov could let them know its an act of war &amp; evict them? Couldnt Abbot also ban vaccine m,chumpfortrump3,chumpfortrump,"Long Beach, CA",532,695,0,961,Fri Oct 01 03:49:52 +0000 2021,1443785208772190215,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Surely if the UN enters Texas the Gov could let them know its an act of war &amp; evict them? Couldnt Abbot also ban vaccine mandates &amp; criminalize imposing them? We can disagree on anything but most Americans agree we cannot submit to the institution of tyranny.,True,laralogan,Lara Logan,,329396.0,1308.0,1146.0,403.0,Fri Oct 01 03:09:12 +0000 2021,1.4437749751529021e+18,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,2.0,6.0,86.0,421.0
34,"RT @BackAgainPeeps: Please do not support businesses that enforce vaccine mandates. Either on their employees or on customers.

Enough.",MaxBondRocket,Max Bond,"California, USA",293,414,1,78243,Fri Oct 01 03:49:52 +0000 2021,1443785209225252887,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Please do not support businesses that enforce vaccine mandates. Either on their employees or on customers.

Enough.",True,BackAgainPeeps,  Michael  ,,1107.0,1607.0,0.0,59457.0,Fri Oct 01 03:07:47 +0000 2021,1.443774615503917e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,3.0,11.0,77.0,226.0
35,"RT @FOMNZ: If you're fat and have had a CV19 vaccine, pls take my short survey about your experience - https://t.co/Ge3DhjriRH (RTs appreci",OrGli,Or  ,,124,582,1,23662,Fri Oct 01 03:49:52 +0000 2021,1443785209946779661,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"If you're fat and have had a CV19 vaccine, pls take my short survey about your experience - https://t.co/Ge3DhjriRH (RTs appreciated) https://t.co/gbpCBrmJdc",True,FOMNZ,Cat Paus (she/her),New Zealand,5497.0,2209.0,66.0,2204.0,Thu Sep 30 23:36:13 +0000 2021,1.4437213749843886e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,6.0,7.0,138.0,104.0
36,"RT @PIB_India: #COVID19 vaccination update - Day 257

 Indias cumulative vaccination coverage crosses 88 crore landmark milestone

 More",DADATHAKOR3,DADA THAKOR,"Balasinor, India",49,143,0,418,Fri Oct 01 03:49:53 +0000 2021,1443785210336788481,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"#COVID19 vaccination update - Day 257

 Indias cumulative vaccination coverage crosses 88 crore landmark milestone

 More than 59 lakh vaccine doses administered today till 7 pm

#IndiaFightsCorona #LargestVaccineDrive

Read: https://t.co/sena1qO3YF https://t.co/YCv25TaF3a",True,PIB_India,PIB India,New Delhi,2441650.0,316.0,3535.0,2122.0,Wed Sep 29 14:45:24 +0000 2021,1.443225403489874e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,2.0,3.0,32.0,124.0
37,RT @ChuckWendig: NOW will you get the vaccine https://t.co/QrUbSB9DLL,speshulted,Speshul Ted,"Washington, DC",897,2813,10,13199,Fri Oct 01 03:49:53 +0000 2021,1443785210819194890,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,NOW will you get the vaccine https://t.co/QrUbSB9DLL,True,ChuckWendig,Chuck Wendig,"Bucks County, PA",184240.0,4648.0,4006.0,112811.0,Fri Oct 01 00:01:47 +0000 2021,1.4437278086525338e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,49.0,92.0,292.0,1668.0
38,"RT @RobertKennedyJr: In 1996, Pfizers drug, Trovan, was still in clinical stage of development when drugmaker tested it, without parents",NGB204,GB,"Saskatchewan, Canada",714,1006,1,3839,Fri Oct 01 03:49:53 +0000 2021,1443785211590840322,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"In 1996, Pfizers drug, Trovan, was still in clinical stage of development when drugmaker tested it, without parents consent, on about 200 children. Pfizer claimed Trovan was safe, but 181 kids were gravely injured + 11 died.

https://t.co/K1g66pEDsm",True,RobertKennedyJr,Robert F. Kennedy Jr,"Los Angles, California",324149.0,604.0,1754.0,115.0,Thu Sep 30 19:04:31 +0000 2021,1.443652998429913e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,318.0,179.0,4712.0,7069.0
39,"RT @mtgreenee: Ok so everyone is making deals tonight.

Heres my offer to the Speaker.

Ill vote YES if you..

1. Decertify election

2.",toms1035,P. J. Girt,,240,522,3,16926,Fri Oct 01 03:49:53 +0000 2021,1443785212324810752,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,"Ok so everyone is making deals tonight.

Heres my offer to the Speaker.

Ill vote YES if you..

1. Decertify election

2. Trump back in the WH

3. Fire Fauci

4. Expel Maxine

5. Investigate Ilhan

6. Build the Wall - close the border

7. End mask/vaccine mandates.

Deal?",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446389.0,1524.0,2323.0,22161.0,Fri Oct 01 02:11:28 +0000 2021,1.4437604453834957e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,196.0,1783.0,1172.0,4997.0
40,RT @thierrybaudet: GREAT!,malavita666,Malavita,,2590,5003,2,62803,Fri Oct 01 03:49:53 +0000 2021,1443785212417163267,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,GREAT!,True,thierrybaudet,Thierry Baudet,"Amsterdam, Netherlands",262400.0,282.0,1319.0,1758.0,Thu Sep 30 21:04:55 +0000 2021,1.4436832972557394e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,22.0,96.0,267.0,985.0
41,RT @MrKRudd: YouTube banned Murdochs Sky News because they promoted quack Covid cures. Now you see why. Murdoch affects gullible people on,damegus,Damegus,,124,35,2,29799,Fri Oct 01 03:49:53 +0000 2021,1443785212995932184,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,YouTube banned Murdochs Sky News because they promoted quack Covid cures. Now you see why. Murdoch affects gullible people on vaccine hesitancy. At the same time Murdoch campaigns hypocritically against lockdowns - made necessary by low vaccination rates. https://t.co/nOocR9xtbP,True,MrKRudd,Kevin Rudd,Australia,1560158.0,395857.0,7015.0,858.0,Fri Oct 01 01:35:06 +0000 2021,1.4437512943472763e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,5.0,38.0,140.0,539.0
